Mouse gene name,Mouse gene stable ID,Mouse homology type,Gene stable ID,Gene name
Oxld1,ENSMUSG00000039670,ortholog_one2one,ENSGALG00000039263,OXLD1
Rabggtb,ENSMUSG00000038975,ortholog_one2one,ENSGALG00000011388,RABGGTB
,,,ENSGALG00000047573,
Ccdc137,ENSMUSG00000049957,ortholog_one2one,ENSGALG00000004505,CCDC137
Wnt7b,ENSMUSG00000022382,ortholog_one2one,ENSGALG00000036255,WNT7B
Zdhhc22,ENSMUSG00000048483,ortholog_one2one,ENSGALG00000023099,ZDHHC22
Ghrh,ENSMUSG00000027643,ortholog_one2one,ENSGALG00000003842,GHRH
Lrguk,ENSMUSG00000056215,ortholog_one2one,ENSGALG00000037842,LRGUK
Fam234b,ENSMUSG00000030207,ortholog_one2one,ENSGALG00000011800,FAM234B
Gprc5c,ENSMUSG00000051043,ortholog_one2one,ENSGALG00000021362,GPRC5C
Cipc,ENSMUSG00000034157,ortholog_one2one,ENSGALG00000010390,CIPC
Tor1aip2,ENSMUSG00000050565,ortholog_one2one,ENSGALG00000004017,TOR1AIP2
Hmg20a,ENSMUSG00000032329,ortholog_one2one,ENSGALG00000041641,HMG20A
Irf2bpl,ENSMUSG00000034168,ortholog_one2one,ENSGALG00000041616,IRF2BPL
Dhx15,ENSMUSG00000029169,ortholog_one2one,ENSGALG00000014395,DHX15
Gpr142,ENSMUSG00000034677,ortholog_one2one,ENSGALG00000022536,GPR142
Pex14,ENSMUSG00000028975,ortholog_one2one,ENSGALG00000002836,PEX14
Rcor3,ENSMUSG00000037395,ortholog_one2one,ENSGALG00000009871,RCOR3
,,,ENSGALG00000024525,5S_rRNA
Btbd17,ENSMUSG00000000202,ortholog_one2one,ENSGALG00000023359,BTBD17
,,,ENSGALG00000001793,MYL10
Supv3l1,ENSMUSG00000020079,ortholog_one2one,ENSGALG00000004197,SUPV3L1
Lhx8,ENSMUSG00000096225,ortholog_one2one,ENSGALG00000011369,LHX8
Tor1aip1,ENSMUSG00000026466,ortholog_one2one,ENSGALG00000029238,
Ercc6l2,ENSMUSG00000021470,ortholog_one2one,ENSGALG00000012621,
Lrrc74a,ENSMUSG00000059114,ortholog_one2one,ENSGALG00000048497,
Nol6,ENSMUSG00000028430,ortholog_one2one,ENSGALG00000030730,NOL6
Nfx1,ENSMUSG00000028423,ortholog_one2one,ENSGALG00000043724,NFX1
Grk6,ENSMUSG00000074886,ortholog_one2one,ENSGALG00000014054,GRK6
Cenpt,ENSMUSG00000036672,ortholog_one2one,ENSGALG00000028900,CENPT
Slc7a5,ENSMUSG00000040010,ortholog_one2one,ENSGALG00000005845,SLC7A5
,,,ENSGALG00000047738,gga-mir-6688
,,,ENSGALG00000025369,gga-mir-1593
,,,ENSGALG00000054424,
Hspa4,ENSMUSG00000020361,ortholog_one2one,ENSGALG00000040882,HSPA4
,,,ENSGALG00000050153,
BC016579,ENSMUSG00000033187,ortholog_one2one,ENSGALG00000026299,
Gcfc2,ENSMUSG00000035125,ortholog_one2many,ENSGALG00000049714,
Vwa2,ENSMUSG00000025082,ortholog_one2one,ENSGALG00000008980,VWA2
,,,ENSGALG00000046046,
Stat3,ENSMUSG00000004040,ortholog_one2one,ENSGALG00000003267,STAT3
Calml4,ENSMUSG00000032246,ortholog_one2one,ENSGALG00000007979,CALML4
Mitf,ENSMUSG00000035158,ortholog_one2one,ENSGALG00000039583,MITF
Scrn1,ENSMUSG00000019124,ortholog_one2one,ENSGALG00000011176,SCRN1
,,,ENSGALG00000048508,
Ttc24,ENSMUSG00000051036,ortholog_one2one,ENSGALG00000051918,TTC24
Tenm4,ENSMUSG00000048078,ortholog_one2one,ENSGALG00000033966,TENM4
Rplp2,ENSMUSG00000025508,ortholog_one2many,ENSGALG00000034811,RPLP2
AC124742.1,ENSMUSG00000118552,ortholog_one2many,ENSGALG00000034811,RPLP2
Depdc5,ENSMUSG00000037426,ortholog_one2one,ENSGALG00000006766,
Sod3,ENSMUSG00000072941,ortholog_one2one,ENSGALG00000018557,SOD3
Dffa,ENSMUSG00000028974,ortholog_one2one,ENSGALG00000002820,DFFA
Lingo1,ENSMUSG00000049556,ortholog_one2one,ENSGALG00000002708,LINGO1
,,,ENSGALG00000011799,
Slc35b4,ENSMUSG00000018999,ortholog_one2one,ENSGALG00000038187,SLC35B4
Vps26a,ENSMUSG00000020078,ortholog_one2one,ENSGALG00000004174,VPS26A
Chia1,ENSMUSG00000062778,ortholog_many2many,ENSGALG00000023760,CHIA
Chil3,ENSMUSG00000040809,ortholog_many2many,ENSGALG00000023760,CHIA
Chil5,ENSMUSG00000043873,ortholog_many2many,ENSGALG00000023760,CHIA
Chil6,ENSMUSG00000027902,ortholog_many2many,ENSGALG00000023760,CHIA
Chil4,ENSMUSG00000063779,ortholog_many2many,ENSGALG00000023760,CHIA
Vash1,ENSMUSG00000021256,ortholog_one2one,ENSGALG00000043036,VASH1
Ufl1,ENSMUSG00000040359,ortholog_one2one,ENSGALG00000015580,UFL1
,,,ENSGALG00000004495,
Aqp3,ENSMUSG00000028435,ortholog_one2one,ENSGALG00000002452,AQP3
Tbl1xr1,ENSMUSG00000027630,ortholog_one2one,ENSGALG00000039182,TBL1XR1
Olfr681,ENSMUSG00000095248,ortholog_many2many,ENSGALG00000035457,
Olfr679,ENSMUSG00000096029,ortholog_many2many,ENSGALG00000035457,
Olfr275,ENSMUSG00000089717,ortholog_many2many,ENSGALG00000035457,
Olfr684,ENSMUSG00000047225,ortholog_many2many,ENSGALG00000035457,
Olfr683,ENSMUSG00000044120,ortholog_many2many,ENSGALG00000035457,
Olfr682-ps1,ENSMUSG00000059768,ortholog_many2many,ENSGALG00000035457,
Olfr680-ps1,ENSMUSG00000041885,ortholog_many2many,ENSGALG00000035457,
Hebp1,ENSMUSG00000042770,ortholog_one2one,ENSGALG00000011798,HEBP1
,,,ENSGALG00000001533,
Cenps,ENSMUSG00000073705,ortholog_one2one,ENSGALG00000024481,CENPS
Atxn10,ENSMUSG00000016541,ortholog_one2one,ENSGALG00000014234,ATXN10
Ice1,ENSMUSG00000034525,ortholog_one2many,ENSGALG00000045953,
Ywhah,ENSMUSG00000018965,ortholog_one2one,ENSGALG00000006743,YWHAH
Cbln4,ENSMUSG00000067578,ortholog_one2one,ENSGALG00000030821,CBLN3
Sirt3,ENSMUSG00000025486,ortholog_one2one,ENSGALG00000032496,SIRT3
,,,ENSGALG00000046833,
Col26a1,ENSMUSG00000004415,ortholog_one2one,ENSGALG00000043223,COL26A1
,,,ENSGALG00000002678,
Gprc5d,ENSMUSG00000030205,ortholog_one2many,ENSGALG00000011796,
Gprc5a,ENSMUSG00000046733,ortholog_one2many,ENSGALG00000011796,
Slc34a1,ENSMUSG00000021490,ortholog_one2one,ENSGALG00000003075,SLC34A1
Ccdc149,ENSMUSG00000045790,ortholog_one2one,ENSGALG00000014391,CCDC149
Cul4a,ENSMUSG00000031446,ortholog_one2one,ENSGALG00000016830,CUL4A
Hspd1,ENSMUSG00000025980,ortholog_one2one,ENSGALG00000008094,HSPD1
Atp23,ENSMUSG00000025436,ortholog_one2one,ENSGALG00000009747,ATP23
Kifbp,ENSMUSG00000036955,ortholog_one2one,ENSGALG00000004156,KIF1BP
Drd2,ENSMUSG00000032259,ortholog_one2one,ENSGALG00000007794,DRD2
Pnpla2,ENSMUSG00000025509,ortholog_one2one,ENSGALG00000014569,PNPLA2
Ttyh2,ENSMUSG00000034714,ortholog_one2one,ENSGALG00000026940,TTYH2
Snx33,ENSMUSG00000032733,ortholog_one2one,ENSGALG00000033110,SNX33
,,,ENSGALG00000049985,gga-mir-12257
Gcfc2,ENSMUSG00000035125,ortholog_one2many,ENSGALG00000052979,
Cep350,ENSMUSG00000033671,ortholog_one2many,ENSGALG00000003955,
Slc44a5,ENSMUSG00000028360,ortholog_one2one,ENSGALG00000011379,SLC44A5
Ice1,ENSMUSG00000034525,ortholog_one2many,ENSGALG00000047009,
2210407C18Rik,ENSMUSG00000037145,ortholog_one2many,ENSGALG00000026884,
1810065E05Rik,ENSMUSG00000013653,ortholog_one2many,ENSGALG00000026884,
Gm12253,ENSMUSG00000058287,ortholog_one2many,ENSGALG00000026884,
Lypd8,ENSMUSG00000013643,ortholog_one2many,ENSGALG00000026884,
Pifo,ENSMUSG00000010136,ortholog_one2one,ENSGALG00000023763,
Ss18,ENSMUSG00000037013,ortholog_one2one,ENSGALG00000015119,SS18
Ranbp10,ENSMUSG00000037415,ortholog_one2one,ENSGALG00000001439,RANBP10
,,,ENSGALG00000026164,gga-mir-6575
,,,ENSGALG00000047442,
Kmt2c,ENSMUSG00000038056,ortholog_one2one,ENSGALG00000049653,KMT2C
Rgs14,ENSMUSG00000052087,ortholog_one2one,ENSGALG00000003113,RGS14
,,,ENSGALG00000018270,gga-mir-205b
Aqp7,ENSMUSG00000028427,ortholog_one2one,ENSGALG00000018534,
,,,ENSGALG00000024466,CCL17
Slc5a1,ENSMUSG00000011034,ortholog_one2one,ENSGALG00000006728,SLC5A1
Scn1a,ENSMUSG00000064329,ortholog_one2one,ENSGALG00000010943,SCN1A
Lgi2,ENSMUSG00000039252,ortholog_one2one,ENSGALG00000043283,LGI2
Ice1,ENSMUSG00000034525,ortholog_one2many,ENSGALG00000035050,
Ucn3,ENSMUSG00000044988,ortholog_one2one,ENSGALG00000032978,UCN3
Ddx47,ENSMUSG00000030204,ortholog_one2one,ENSGALG00000011794,DDX47
,,,ENSGALG00000003134,
Snupn,ENSMUSG00000055334,ortholog_one2one,ENSGALG00000029537,SNUPN
Tyw3,ENSMUSG00000047583,ortholog_one2one,ENSGALG00000032549,TYW3
Cracr2b,ENSMUSG00000048200,ortholog_one2one,ENSGALG00000006868,CRACR2B
,,,ENSGALG00000025572,gga-mir-1597
Gnaz,ENSMUSG00000040009,ortholog_one2one,ENSGALG00000006719,GNAZ
Vav1,ENSMUSG00000034116,ortholog_one2many,ENSGALG00000052552,
Kcnv2,ENSMUSG00000047298,ortholog_one2one,ENSGALG00000010173,KCNV2
Hsf1,ENSMUSG00000022556,ortholog_one2one,ENSGALG00000036821,HSF1
Arhgap32,ENSMUSG00000041444,ortholog_one2many,ENSGALG00000053731,
Chmp5,ENSMUSG00000028419,ortholog_one2one,ENSGALG00000013160,CHMP5
Pgd,ENSMUSG00000028961,ortholog_one2one,ENSGALG00000002797,PGD
,,,ENSGALG00000026663,CX3CL1
Rpl38,ENSMUSG00000057322,ortholog_one2one,ENSGALG00000001465,RPL38
Qsox1,ENSMUSG00000033684,ortholog_one2one,ENSGALG00000003933,QSOX1
Pid1,ENSMUSG00000045658,ortholog_one2one,ENSGALG00000002963,PID1
,,,ENSGALG00000049023,
Zcchc10,ENSMUSG00000018239,ortholog_one2one,ENSGALG00000036666,ZCCHC10
Fkbp1b,ENSMUSG00000020635,ortholog_one2one,ENSGALG00000016500,FKBP1B
Gcfc2,ENSMUSG00000035125,ortholog_one2many,ENSGALG00000052164,
Wipf3,ENSMUSG00000086040,ortholog_one2one,ENSGALG00000011170,WIPF3
Acot4,ENSMUSG00000052392,ortholog_many2many,ENSGALG00000046931,
Gm49366,ENSMUSG00000113475,ortholog_many2many,ENSGALG00000046931,
Acot3,ENSMUSG00000021228,ortholog_many2many,ENSGALG00000046931,
Acot5,ENSMUSG00000042540,ortholog_many2many,ENSGALG00000046931,
Acot1,ENSMUSG00000072949,ortholog_many2many,ENSGALG00000046931,
Acot6,ENSMUSG00000043487,ortholog_many2many,ENSGALG00000046931,
Acot2,ENSMUSG00000021226,ortholog_many2many,ENSGALG00000046931,
Vav1,ENSMUSG00000034116,ortholog_one2many,ENSGALG00000050375,
,,,ENSGALG00000027966,
Apold1,ENSMUSG00000090698,ortholog_one2one,ENSGALG00000053511,APOLD1
Hus1,ENSMUSG00000020413,ortholog_one2many,ENSGALG00000039589,
Hus1b,ENSMUSG00000076430,ortholog_one2many,ENSGALG00000039589,
Lhx4,ENSMUSG00000026468,ortholog_one2one,ENSGALG00000036587,LHX4
H1f6,ENSMUSG00000036211,ortholog_many2many,ENSGALG00000011783,HIST1H111R
Traf5,ENSMUSG00000026637,ortholog_one2one,ENSGALG00000009864,TRAF5
,,,ENSGALG00000049256,
Kcnmb2,ENSMUSG00000037610,ortholog_one2one,ENSGALG00000031929,
,,,ENSGALG00000026409,
,,,ENSGALG00000008444,TUBAL3
,,,ENSGALG00000047073,
,,,ENSGALG00000047026,
Lman2,ENSMUSG00000021484,ortholog_one2one,ENSGALG00000033232,LMAN2
Rsph14,ENSMUSG00000009070,ortholog_one2one,ENSGALG00000006712,RSPH14
Angel1,ENSMUSG00000021257,ortholog_one2one,ENSGALG00000010372,ANGEL1
Tpgs2,ENSMUSG00000024269,ortholog_one2one,ENSGALG00000026547,TPGS2
Pllp,ENSMUSG00000031775,ortholog_one2one,ENSGALG00000001391,PLLP
Rd3,ENSMUSG00000049353,ortholog_one2one,ENSGALG00000009861,RD3
Ddx21,ENSMUSG00000020075,ortholog_one2many,ENSGALG00000042254,
H2ac1,ENSMUSG00000060081,ortholog_one2many,ENSGALG00000052284,H2A-VIII
Mbnl3,ENSMUSG00000036109,ortholog_one2one,ENSGALG00000053597,MBNL3
,,,ENSGALG00000026837,gga-mir-6640
Ptpn9,ENSMUSG00000032290,ortholog_one2one,ENSGALG00000001664,PTPN9
Sepsecs,ENSMUSG00000029173,ortholog_one2one,ENSGALG00000014386,SEPSECS
Acbd6,ENSMUSG00000033701,ortholog_one2one,ENSGALG00000003924,ACBD6
Lcp1,ENSMUSG00000021998,ortholog_one2one,ENSGALG00000016986,LCP1
Slc30a1,ENSMUSG00000037434,ortholog_one2one,ENSGALG00000009858,SLC30A1
Zfp521,ENSMUSG00000024420,ortholog_one2one,ENSGALG00000015112,ZNF521
Rabep1,ENSMUSG00000020817,ortholog_one2one,ENSGALG00000001737,RABEP1
Taf8,ENSMUSG00000023980,ortholog_one2one,ENSGALG00000003498,TAF8
B4galt7,ENSMUSG00000021504,ortholog_one2one,ENSGALG00000032145,B4GALT7
H2bc1,ENSMUSG00000050799,ortholog_one2many,ENSGALG00000051251,
Tmem144,ENSMUSG00000027956,ortholog_one2one,ENSGALG00000026253,TMEM144
Tas2r108,ENSMUSG00000037140,ortholog_one2one,ENSGALG00000039029,TAS2R4
Galnt11,ENSMUSG00000038072,ortholog_one2one,ENSGALG00000006233,GALNT11
,,,ENSGALG00000052015,
Phldb1,ENSMUSG00000048537,ortholog_one2one,ENSGALG00000040030,PHLDB1
Fbln1,ENSMUSG00000006369,ortholog_one2one,ENSGALG00000014233,FBLN1
Cryz,ENSMUSG00000028199,ortholog_one2one,ENSGALG00000011361,CRYZ
Esrrb,ENSMUSG00000021255,ortholog_one2one,ENSGALG00000041775,ESRRB
,,,ENSGALG00000046904,
,,,ENSGALG00000047556,gga-mir-12239
Nup88,ENSMUSG00000040667,ortholog_one2one,ENSGALG00000032280,NUP88
Ptch1,ENSMUSG00000021466,ortholog_one2one,ENSGALG00000012620,PTCH1
Tns3,ENSMUSG00000020422,ortholog_one2one,ENSGALG00000039139,TNS3
N4bp3,ENSMUSG00000001053,ortholog_one2one,ENSGALG00000041754,N4BP3
,,,ENSGALG00000027064,HIST1H3H
Net1,ENSMUSG00000021215,ortholog_one2one,ENSGALG00000008437,NET1
Psmd13,ENSMUSG00000025487,ortholog_one2one,ENSGALG00000043684,PSMD13
Scx,ENSMUSG00000034161,ortholog_one2one,ENSGALG00000043433,SCX
Cd151,ENSMUSG00000025510,ortholog_one2one,ENSGALG00000006856,CD151
Ribc2,ENSMUSG00000022431,ortholog_one2one,ENSGALG00000014232,RIBC2
Tasp1,ENSMUSG00000039033,ortholog_one2one,ENSGALG00000009057,TASP1
Gcfc2,ENSMUSG00000035125,ortholog_one2many,ENSGALG00000053444,
AW554918,ENSMUSG00000033632,ortholog_one2one,ENSGALG00000002419,KIAA1328
,,,ENSGALG00000054493,
Ccnd3,ENSMUSG00000034165,ortholog_one2one,ENSGALG00000003485,CCND3
Xpr1,ENSMUSG00000026469,ortholog_one2one,ENSGALG00000003893,XPR1
Ddx21,ENSMUSG00000020075,ortholog_one2many,ENSGALG00000004144,
,,,ENSGALG00000052649,HIST1H2B5
,,,ENSGALG00000020895,
Tmprss7,ENSMUSG00000033177,ortholog_one2one,ENSGALG00000015389,TMPRSS7
Sin3a,ENSMUSG00000042557,ortholog_one2one,ENSGALG00000001644,SIN3A
Rab36,ENSMUSG00000020175,ortholog_one2one,ENSGALG00000006710,RAB36
,,,ENSGALG00000049376,
Polr2l,ENSMUSG00000038489,ortholog_one2one,ENSGALG00000006841,POLR2L
Calml3,ENSMUSG00000063130,ortholog_one2one,ENSGALG00000008424,CALML3
Rpain,ENSMUSG00000018449,ortholog_one2one,ENSGALG00000001666,RPAIN
Bysl,ENSMUSG00000023988,ortholog_one2one,ENSGALG00000003467,BYSL
Erich3,ENSMUSG00000078161,ortholog_one2one,ENSGALG00000011356,
,,,ENSGALG00000026092,
Cpb2,ENSMUSG00000021999,ortholog_one2one,ENSGALG00000016985,CPB2
Tnnt2,ENSMUSG00000026414,ortholog_one2one,ENSGALG00000000302,TNNT2
Bag1,ENSMUSG00000028416,ortholog_one2one,ENSGALG00000013157,BAG1
Pi4k2b,ENSMUSG00000029186,ortholog_one2one,ENSGALG00000031538,PI4K2B
,,,ENSGALG00000047886,
BC034090,ENSMUSG00000033722,ortholog_one2one,ENSGALG00000003885,
,,,ENSGALG00000048972,
Rap2c,ENSMUSG00000050029,ortholog_one2one,ENSGALG00000006061,RAP2C
H2ac1,ENSMUSG00000060081,ortholog_one2many,ENSGALG00000032645,H2A-VIII
,,,ENSGALG00000027793,SCN9A
Epn2,ENSMUSG00000001036,ortholog_one2one,ENSGALG00000035919,EPN2
Nhp2,ENSMUSG00000001056,ortholog_one2one,ENSGALG00000033666,NHP2
Smc1b,ENSMUSG00000022432,ortholog_one2one,ENSGALG00000014228,SMC1B
Nek2,ENSMUSG00000026622,ortholog_one2one,ENSGALG00000009854,NEK2
Celf4,ENSMUSG00000024268,ortholog_one2many,ENSGALG00000002413,
C1qbp,ENSMUSG00000018446,ortholog_one2one,ENSGALG00000001654,C1QBP
,,,ENSGALG00000053770,
Bcr,ENSMUSG00000009681,ortholog_one2one,ENSGALG00000006695,BCR
Igfbp3,ENSMUSG00000020427,ortholog_one2one,ENSGALG00000037940,IGFBP3
H2bc1,ENSMUSG00000050799,ortholog_one2many,ENSGALG00000050309,
,,,ENSGALG00000054677,
Gpatch2l,ENSMUSG00000021254,ortholog_one2one,ENSGALG00000010350,GPATCH2L
Celf4,ENSMUSG00000024268,ortholog_one2many,ENSGALG00000050344,
Med20,ENSMUSG00000092558,ortholog_one2one,ENSGALG00000003474,MED20
,,,ENSGALG00000048312,
Asb13,ENSMUSG00000033781,ortholog_one2one,ENSGALG00000008401,ASB13
Upk3a,ENSMUSG00000022435,ortholog_one2one,ENSGALG00000014227,UPK3A
,,,ENSGALG00000054539,
Arl2bp,ENSMUSG00000031776,ortholog_one2many,ENSGALG00000049492,ARL2BP
Igfbp1,ENSMUSG00000020429,ortholog_one2one,ENSGALG00000043493,IGFBP1
,,,ENSGALG00000025485,gga-mir-1591
Zc3h13,ENSMUSG00000022000,ortholog_one2one,ENSGALG00000016984,ZC3H13
Zmat3,ENSMUSG00000027663,ortholog_one2one,ENSGALG00000040948,ZMAT3
Dhx33,ENSMUSG00000040620,ortholog_one2one,ENSGALG00000052647,
H2ac1,ENSMUSG00000060081,ortholog_one2many,ENSGALG00000052030,H2A-VIII
,,,ENSGALG00000038930,
B3galt1,ENSMUSG00000034780,ortholog_one2one,ENSGALG00000010931,B3GALT1
Frmd7,ENSMUSG00000036131,ortholog_one2one,ENSGALG00000023843,FRMD7
Stx6,ENSMUSG00000026470,ortholog_one2one,ENSGALG00000003880,STX10
,,,ENSGALG00000027319,
,,,ENSGALG00000050555,
Impact,ENSMUSG00000024423,ortholog_one2one,ENSGALG00000015093,IMPACT
,,,ENSGALG00000047964,
Siah3,ENSMUSG00000091722,ortholog_one2one,ENSGALG00000026849,SIAH3
,,,ENSGALG00000027997,
Usp49,ENSMUSG00000090115,ortholog_one2one,ENSGALG00000003461,USP49
Kif1b,ENSMUSG00000063077,ortholog_one2one,ENSGALG00000002726,KIF1B
Ier5,ENSMUSG00000056708,ortholog_one2one,ENSGALG00000023725,IER5
H2bc1,ENSMUSG00000050799,ortholog_one2many,ENSGALG00000027571,
Tnni3k,ENSMUSG00000040086,ortholog_one2one,ENSGALG00000011353,TNNI3K
Rspry1,ENSMUSG00000050079,ortholog_one2one,ENSGALG00000001350,RSPRY1
5031439G07Rik,ENSMUSG00000036046,ortholog_one2one,ENSGALG00000014226,KIAA0930
Fhl5,ENSMUSG00000028259,ortholog_one2one,ENSGALG00000015573,FHL5
Ccar1,ENSMUSG00000020074,ortholog_one2many,ENSGALG00000049431,
Arhgap32,ENSMUSG00000041444,ortholog_one2many,ENSGALG00000045905,
Lamp1,ENSMUSG00000031447,ortholog_one2one,ENSGALG00000037697,LAMP1
Grap,ENSMUSG00000004837,ortholog_one2one,ENSGALG00000005094,GRAPL
Specc1l,ENSMUSG00000033444,ortholog_one2one,ENSGALG00000006648,SPECC1L
Tenm3,ENSMUSG00000031561,ortholog_one2one,ENSGALG00000030065,TENM3
,,,ENSGALG00000052897,
,,,ENSGALG00000016981,SPERT
Lpgat1,ENSMUSG00000026623,ortholog_one2one,ENSGALG00000009848,LPGAT1
Fancc,ENSMUSG00000021461,ortholog_one2one,ENSGALG00000012618,FANCC
Fam83g,ENSMUSG00000042377,ortholog_one2one,ENSGALG00000005087,FAM83G
Stat5a,ENSMUSG00000004043,ortholog_one2many,ENSGALG00000003282,STAT5A
Stat5b,ENSMUSG00000020919,ortholog_one2many,ENSGALG00000003282,STAT5A
,,,ENSGALG00000025454,gga-mir-1603
Ift43,ENSMUSG00000007867,ortholog_one2one,ENSGALG00000020415,IFT43
Snord98,ENSMUSG00000080469,ortholog_one2one,ENSGALG00000025283,
Fpgt,ENSMUSG00000053870,ortholog_one2one,ENSGALG00000026958,FPGT
Fam192a,ENSMUSG00000031774,ortholog_one2one,ENSGALG00000021473,FAM192A
Tomm6,ENSMUSG00000033475,ortholog_one2one,ENSGALG00000043002,TOMM6
Hyou1,ENSMUSG00000032115,ortholog_one2one,ENSGALG00000007659,HYOU1
H2ac1,ENSMUSG00000060081,ortholog_one2many,ENSGALG00000054083,H2A-VIII
Stk26,ENSMUSG00000031112,ortholog_one2one,ENSGALG00000006049,STK26
,,,ENSGALG00000050157,
,,,ENSGALG00000018355,
Acot4,ENSMUSG00000052392,ortholog_many2many,ENSGALG00000009292,
Gm49366,ENSMUSG00000113475,ortholog_many2many,ENSGALG00000009292,
Acot3,ENSMUSG00000021228,ortholog_many2many,ENSGALG00000009292,
Acot5,ENSMUSG00000042540,ortholog_many2many,ENSGALG00000009292,
Acot1,ENSMUSG00000072949,ortholog_many2many,ENSGALG00000009292,
Acot6,ENSMUSG00000043487,ortholog_many2many,ENSGALG00000009292,
Acot2,ENSMUSG00000021226,ortholog_many2many,ENSGALG00000009292,
Mc3r,ENSMUSG00000038537,ortholog_one2one,ENSGALG00000027260,MC3R
Prickle3,ENSMUSG00000031145,ortholog_one2one,ENSGALG00000028262,
Stk39,ENSMUSG00000027030,ortholog_one2one,ENSGALG00000010930,STK39
Adora2a,ENSMUSG00000020178,ortholog_one2one,ENSGALG00000006642,ADORA2A
Mir27b,ENSMUSG00000065475,ortholog_one2one,ENSGALG00000018354,gga-mir-27b
Derl2,ENSMUSG00000018442,ortholog_one2one,ENSGALG00000041844,DERL2
H1f6,ENSMUSG00000036211,ortholog_many2many,ENSGALG00000031874,HIST1H101
Mir23b,ENSMUSG00000065599,ortholog_one2one,ENSGALG00000018353,gga-mir-23b
Adcy1,ENSMUSG00000020431,ortholog_one2one,ENSGALG00000031170,ADCY1
Ccar1,ENSMUSG00000020074,ortholog_one2many,ENSGALG00000004108,
,,,ENSGALG00000047518,
Il20ra,ENSMUSG00000020007,ortholog_one2one,ENSGALG00000013869,IL20RA
Rpn2,ENSMUSG00000027642,ortholog_one2one,ENSGALG00000003815,RPN2
Osbpl1a,ENSMUSG00000044252,ortholog_one2one,ENSGALG00000015086,OSBPL1A
Tasor2,ENSMUSG00000033799,ortholog_one2one,ENSGALG00000055101,TASOR2
Pik3ca,ENSMUSG00000027665,ortholog_one2one,ENSGALG00000008934,PIK3CA
Gpr63,ENSMUSG00000040372,ortholog_one2one,ENSGALG00000015570,GPR63
H4c6,ENSMUSG00000069274,ortholog_many2many,ENSGALG00000050250,
H4c12,ENSMUSG00000064288,ortholog_many2many,ENSGALG00000050250,
H4c2,ENSMUSG00000069266,ortholog_many2many,ENSGALG00000050250,
Cog3,ENSMUSG00000034893,ortholog_one2one,ENSGALG00000016980,COG3
Il13ra1,ENSMUSG00000017057,ortholog_one2one,ENSGALG00000044480,IL13RA1
Zcchc4,ENSMUSG00000029179,ortholog_one2one,ENSGALG00000036621,ZCCHC4
Frs3,ENSMUSG00000023266,ortholog_one2one,ENSGALG00000003447,FRS3
,,,ENSGALG00000049248,
,,,ENSGALG00000025244,gga-mir-1733
Tgfb3,ENSMUSG00000021253,ortholog_one2one,ENSGALG00000010346,TGFB3
Slc37a4,ENSMUSG00000032114,ortholog_one2one,ENSGALG00000007716,SLC37A4
Ndufaf4,ENSMUSG00000028261,ortholog_one2one,ENSGALG00000019921,NDUFAF4
Negr1,ENSMUSG00000040037,ortholog_one2one,ENSGALG00000011350,NEGR1
Slc5a10,ENSMUSG00000042371,ortholog_one2one,ENSGALG00000005083,SLC5A10
Upb1,ENSMUSG00000033427,ortholog_one2one,ENSGALG00000006627,UPB1
Zfp639,ENSMUSG00000027667,ortholog_one2one,ENSGALG00000005944,ZNF639
H2ac1,ENSMUSG00000060081,ortholog_one2many,ENSGALG00000048212,H2A-VIII
Ramp3,ENSMUSG00000041046,ortholog_one2one,ENSGALG00000037246,RAMP3
,,,ENSGALG00000027040,
Prkag2,ENSMUSG00000028944,ortholog_one2one,ENSGALG00000006219,PRKAG2
,,,ENSGALG00000046198,
Slc25a30,ENSMUSG00000022003,ortholog_one2one,ENSGALG00000016979,SLC25A30
Trappc4,ENSMUSG00000032112,ortholog_one2one,ENSGALG00000007707,TRAPPC4
,,,ENSGALG00000055014,
Ube4b,ENSMUSG00000028960,ortholog_one2one,ENSGALG00000002649,UBE4B
Gm24240,ENSMUSG00000088410,ortholog_one2many,ENSGALG00000017810,
Snora31,ENSMUSG00000065147,ortholog_one2many,ENSGALG00000017810,
Gm25011,ENSMUSG00000089023,ortholog_one2many,ENSGALG00000017810,
Gm23663,ENSMUSG00000088670,ortholog_one2many,ENSGALG00000017810,
Gm24165,ENSMUSG00000064652,ortholog_one2many,ENSGALG00000017810,
Cox8b,ENSMUSG00000025488,ortholog_one2one,ENSGALG00000045362,
Zfp830,ENSMUSG00000046010,ortholog_one2one,ENSGALG00000013156,ZNF830
Emilin3,ENSMUSG00000050700,ortholog_one2one,ENSGALG00000030012,EMILIN3
,,,ENSGALG00000048451,
Gucd1,ENSMUSG00000033416,ortholog_one2one,ENSGALG00000006607,GUCD1
Cpne2,ENSMUSG00000034361,ortholog_one2one,ENSGALG00000001316,CPNE2
Tet1,ENSMUSG00000047146,ortholog_one2one,ENSGALG00000031604,
Coq10b,ENSMUSG00000025981,ortholog_one2one,ENSGALG00000038440,COQ10B
,,,ENSGALG00000054278,
Rps25,ENSMUSG00000009927,ortholog_one2one,ENSGALG00000007699,RPS25
Ghdc,ENSMUSG00000017747,ortholog_one2one,ENSGALG00000003333,GHDC
Gcfc2,ENSMUSG00000035125,ortholog_one2many,ENSGALG00000045708,
